+-----------+-------+
|    CID    | Value |
| 537049128 |  131  |
| 537033086 |  131  |
| 537039991 |  131  |
| 537034029 |  131  |
| 537034418 |  131  |
| 537042780 |  131  |
| 537048621 |  130  |
| 537045016 |  130  |
| 537036964 |  130  |
| 537048969 |  130  |
| 537047052 |  130  |
| 537047142 |  130  |
| 537039975 |  130  |
| 537030922 |  130  |
| 537032764 |  130  |
| 537049198 |  130  |
| 537041090 |  130  |
| 537041715 |  130  |
| 537049916 |  130  |
| 537044476 |  129  |
| 537046130 |  129  |
| 537040865 |  129  |
| 537031038 |  129  |
| 537039367 |  129  |
| 537039867 |  129  |
| 537049059 |  129  |
| 537041353 |  129  |
| 537033301 |  129  |
| 537041449 |  129  |
| 537035047 |  128  |
| 537043818 |  128  |
| 537044318 |  128  |
| 537036235 |  128  |
| 537036601 |  128  |
| 537036744 |  128  |
| 537048795 |  128  |
| 537037658 |  128  |
| 537032657 |  128  |
| 537031511 |  128  |
| 537040299 |  128  |
| 537040560 |  128  |
| 537040899 |  128  |
| 537043302 |  127  |
| 537035123 |  127  |
| 537040568 |  127  |
| 537036903 |  127  |
| 537046226 |  127  |
| 537038056 |  127  |
| 537031251 |  127  |
| 537038332 |  127  |
| 537048276 |  127  |
| 537032179 |  127  |
| 537049903 |  127  |
| 537033784 |  127  |
| 537042591 |  127  |
| 537042957 |  126  |
| 537034048 |  126  |
| 537048482 |  126  |
| 537046246 |  126  |
| 537038180 |  126  |
| 537039833 |  126  |
| 537040172 |  126  |
| 537046190 |  126  |
| 537049070 |  126  |
| 537043141 |  125  |
| 537043539 |  125  |
| 537035435 |  125  |
| 537035792 |  125  |
| 537044102 |  125  |
| 537035460 |  125  |
| 537044823 |  125  |
| 537048811 |  125  |
| 537037224 |  125  |
| 537037438 |  125  |
| 537038717 |  125  |
| 537030973 |  125  |
| 537047548 |  125  |
| 537039386 |  125  |
| 537047683 |  125  |
| 537048556 |  125  |
| 537048866 |  125  |
| 537040922 |  125  |
| 537042488 |  125  |
| 537048344 |  125  |
| 537034480 |  125  |
| 537042715 |  125  |
| 537043853 |  125  |
| 537030771 |  124  |
| 537043289 |  124  |
| 537040908 |  124  |
| 537036584 |  124  |
| 537047086 |  124  |
| 537044926 |  124  |
| 537046213 |  124  |
| 537030346 |  124  |
| 537031180 |  124  |
| 537039972 |  124  |
| 537050381 |  124  |
| 537042639 |  124  |
| 537043329 |  123  |
| 537035815 |  123  |
| 537035859 |  123  |
| 537033632 |  123  |
| 537030548 |  123  |
| 537038780 |  123  |
| 537030702 |  123  |
| 537050553 |  123  |
| 537031079 |  123  |
| 537030687 |  123  |
| 537032263 |  123  |
| 537049197 |  123  |
| 537049598 |  123  |
| 537041453 |  123  |
| 537041768 |  123  |
| 537043873 |  122  |
| 537030293 |  122  |
| 537035409 |  122  |
| 537039434 |  122  |
| 537039542 |  122  |
| 537032798 |  122  |
| 537042118 |  122  |
| 537042489 |  122  |
| 537035451 |  121  |
| 537041767 |  121  |
| 537044344 |  121  |
| 537041851 |  121  |
| 537037725 |  121  |
| 537029743 |  121  |
| 537046658 |  121  |
| 537035501 |  121  |
| 537040978 |  121  |
| 537039822 |  121  |
| 537034127 |  121  |
| 537048689 |  121  |
| 537049389 |  121  |
| 537041189 |  121  |
| 537041916 |  121  |
| 537038779 |  121  |
| 537043181 |  120  |
| 537044423 |  120  |
| 537035656 |  120  |
| 537037715 |  120  |
| 537039447 |  120  |
| 537032751 |  120  |
| 537039537 |  120  |
| 537039848 |  120  |
| 537048539 |  120  |
| 537041147 |  120  |
| 537041514 |  120  |
| 537042004 |  120  |
| 537050256 |  120  |
| 537030673 |  119  |
| 537044492 |  119  |
| 537037268 |  119  |
| 537047022 |  119  |
| 537030703 |  119  |
| 537047584 |  119  |
| 537040174 |  119  |
| 537049814 |  119  |
| 537050079 |  119  |
| 537033979 |  119  |
| 537050548 |  119  |
| 537034233 |  119  |
| 537038787 |  119  |
| 537049734 |  119  |
| 537034829 |  118  |
| 537041624 |  118  |
| 537043594 |  118  |
| 537037071 |  118  |
| 537037570 |  118  |
| 537014851 |  118  |
| 537047002 |  118  |
| 537034291 |  118  |
| 537034178 |  118  |
| 537047749 |  118  |
| 537048455 |  118  |
| 537042121 |  118  |
| 537050566 |  118  |
| 537035497 |  117  |
| 537032146 |  117  |
| 537037934 |  117  |
| 537031747 |  117  |
| 537048322 |  117  |
| 537032082 |  117  |
| 537048557 |  117  |
| 537050549 |  117  |
| 537049350 |  117  |
| 537050192 |  117  |
| 537050625 |  117  |
| 537042943 |  117  |
| 537043115 |  116  |
| 537042256 |  116  |
| 537035887 |  116  |
| 537036226 |  116  |
| 537037687 |  116  |
| 537031066 |  116  |
| 537039332 |  116  |
| 537048827 |  116  |
| 537032659 |  116  |
| 537041014 |  116  |
| 537049414 |  116  |
| 537041531 |  116  |
| 537035916 |  115  |
| 537036677 |  115  |
| 537047508 |  115  |
| 537031379 |  115  |
| 537039664 |  115  |
| 537040477 |  115  |
| 537040562 |  115  |
| 537035115 |  114  |
| 537043838 |  114  |
| 537048534 |  114  |
| 537044504 |  114  |
| 537035016 |  114  |
| 537037779 |  114  |
| 537046389 |  114  |
| 537038346 |  114  |
| 537038880 |  114  |
| 537047669 |  114  |
| 537050652 |  114  |
| 537050800 |  114  |
| 537032037 |  113  |
| 537044398 |  113  |
| 537040811 |  113  |
| 537048972 |  113  |
| 537049323 |  113  |
| 537049530 |  113  |
| 537041438 |  113  |
| 537042452 |  113  |
| 537050007 |  113  |
| 537048259 |  113  |
| 537043391 |  112  |
| 537036033 |  112  |
| 537043091 |  112  |
| 537037439 |  112  |
| 537037588 |  112  |
| 537038045 |  112  |
| 537039695 |  112  |
| 537048163 |  112  |
| 537032308 |  112  |
| 537040508 |  112  |
| 537041787 |  112  |
| 537043394 |  111  |
| 537045529 |  111  |
| 537036188 |  111  |
| 537036221 |  111  |
| 537044998 |  111  |
| 537033789 |  111  |
| 537037874 |  111  |
| 537030367 |  111  |
| 537038741 |  111  |
| 537038814 |  111  |
| 537030946 |  111  |
| 537032119 |  111  |
| 537040483 |  111  |
| 537046666 |  111  |
| 537048421 |  111  |
| 537036668 |  110  |
| 537036701 |  110  |
| 537045652 |  110  |
| 537038865 |  110  |
| 537047173 |  110  |
| 537040941 |  110  |
| 537031390 |  110  |
| 537048235 |  110  |
| 537030530 |  110  |
| 537049246 |  110  |
| 537041905 |  110  |
| 537050734 |  110  |
| 537042864 |  110  |
| 537049595 |  109  |
| 537047635 |  109  |
| 537030550 |  109  |
| 537031162 |  109  |
| 537031723 |  109  |
| 537031814 |  109  |
| 537040650 |  109  |
| 537045318 |  109  |
| 537044604 |  109  |
| 537040849 |  109  |
| 537038160 |  108  |
| 537044768 |  108  |
| 537030295 |  108  |
| 537040638 |  108  |
| 537048848 |  108  |
| 537037892 |  108  |
| 537030806 |  108  |
| 537039123 |  108  |
| 537031769 |  108  |
| 537040757 |  108  |
| 537040772 |  108  |
| 537032875 |  108  |
| 537032688 |  108  |
| 537049415 |  108  |
| 537041302 |  108  |
| 537041595 |  108  |
| 537041654 |  108  |
| 538247459 |  107  |
| 537043881 |  107  |
| 537037720 |  107  |
| 537038328 |  107  |
| 537039449 |  107  |
| 537031614 |  107  |
| 537040285 |  107  |
| 537030310 |  107  |
| 537049839 |  107  |
| 537033566 |  107  |
| 537042554 |  107  |
| 537042796 |  107  |
| 537035508 |  106  |
| 537035711 |  106  |
| 537035999 |  106  |
| 537037723 |  106  |
| 537039626 |  106  |
| 537047909 |  106  |
| 537048505 |  106  |
| 537040694 |  106  |
| 537041001 |  106  |
| 537041417 |  106  |
| 537049638 |  106  |
| 537042435 |  106  |
| 537042594 |  106  |
| 537042636 |  106  |
| 537045436 |  106  |
| 537035496 |  105  |
| 537044311 |  105  |
| 537045001 |  105  |
| 537037953 |  105  |
| 537047560 |  105  |
| 537039438 |  105  |
| 537031563 |  105  |
| 537040738 |  105  |
| 537048993 |  105  |
| 537040907 |  105  |
| 537040952 |  105  |
| 537041515 |  105  |
| 537049806 |  105  |
| 537047108 |  105  |
| 537045441 |  104  |
| 537039127 |  104  |
| 537037481 |  104  |
| 537037670 |  104  |
| 537037891 |  104  |
| 537046272 |  104  |
| 537031376 |  104  |
| 537049276 |  104  |
| 537040136 |  104  |
| 537031561 |  104  |
| 537040615 |  104  |
| 537040838 |  104  |
| 537033204 |  104  |
| 537032093 |  104  |
| 537050222 |  104  |
| 537047409 |  103  |
| 537038640 |  103  |
| 537046189 |  103  |
| 537045292 |  103  |
| 537048877 |  103  |
| 537034020 |  103  |
| 537042754 |  103  |
| 537042832 |  103  |
| 537049829 |  102  |
| 537038994 |  102  |
| 537044798 |  102  |
| 537045315 |  102  |
| 537033571 |  102  |
| 537044759 |  102  |
| 537046205 |  102  |
| 537038875 |  102  |
| 537047353 |  102  |
| 537031210 |  102  |
| 537031516 |  102  |
| 537047963 |  102  |
| 537031964 |  102  |
| 537032157 |  102  |
| 537040350 |  102  |
| 537032866 |  102  |
| 537033172 |  102  |
| 537049619 |  102  |
| 537041467 |  102  |
| 537045462 |  102  |
| 537032661 |  102  |
| 537034832 |  101  |
| 537050055 |  101  |
| 537037103 |  101  |
| 537046498 |  101  |
| 537038812 |  101  |
| 537039004 |  101  |
| 537039080 |  101  |
| 537039390 |  101  |
| 537030373 |  101  |
| 537039923 |  101  |
| 537039546 |  101  |
| 537048342 |  101  |
| 537049329 |  101  |
| 537049866 |  101  |
| 537035230 |  100  |
| 537048705 |  100  |
| 537036767 |  100  |
| 537044742 |  100  |
| 537046924 |  100  |
| 537047024 |  100  |
| 537030913 |  100  |
| 537047413 |  100  |
| 537031519 |  100  |
| 537040264 |  100  |
| 537040401 |  100  |
| 537033174 |  100  |
| 537041930 |  100  |
| 537036453 |   99  |
| 537045880 |   99  |
| 537047740 |   99  |
| 537039805 |   99  |
| 537039860 |   99  |
| 537032753 |   99  |
| 537047084 |   99  |
| 537042236 |   99  |
| 537043127 |   98  |
| 537043828 |   98  |
| 537035853 |   98  |
| 537041771 |   98  |
| 537044117 |   98  |
| 537047189 |   98  |
| 537037338 |   98  |
| 537049386 |   98  |
| 537046786 |   98  |
| 537039261 |   98  |
| 537048810 |   98  |
| 537032559 |   98  |
| 537039961 |   98  |
| 537039725 |   98  |
| 537048266 |   98  |
| 537042421 |   98  |
| 537042456 |   98  |
| 537048370 |   98  |
| 537049037 |   98  |
| 537034743 |   98  |
| 537041684 |   97  |
| 537043671 |   97  |
| 537036007 |   97  |
| 537050177 |   97  |
| 537045964 |   97  |
| 537039100 |   97  |
| 537038033 |   97  |
| 537035650 |   97  |
| 537048654 |   97  |
| 537040700 |   97  |
| 537041283 |   97  |
| 537041723 |   97  |
| 537034303 |   97  |
| 537043390 |   96  |
| 537035393 |   96  |
| 537043677 |   96  |
| 537040431 |   96  |
| 537039482 |   96  |
| 537038707 |   96  |
| 537039115 |   96  |
| 537039431 |   96  |
| 537048111 |   96  |
| 537034102 |   96  |
| 537036770 |   95  |
| 537048522 |   95  |
| 537041758 |   95  |
| 537045867 |   95  |
| 537045962 |   95  |
| 537030535 |   95  |
| 537047503 |   95  |
| 537047800 |   95  |
| 537048061 |   95  |
| 537040294 |   95  |
| 537040448 |   95  |
| 537049116 |   95  |
| 537041221 |   95  |
| 537030706 |   95  |
| 537033722 |   95  |
| 537050175 |   95  |
| 537034223 |   95  |
| 537034668 |   95  |
| 537043067 |   94  |
| 537043325 |   94  |
| 537049911 |   94  |
| 537033554 |   94  |
| 537036754 |   94  |
| 537037146 |   94  |
| 537037337 |   94  |
| 537041222 |   94  |
| 537032569 |   94  |
| 537048232 |   94  |
| 537032299 |   94  |
| 537048796 |   94  |
| 537042126 |   94  |
| 537034283 |   94  |
| 537050362 |   93  |
| 537039174 |   93  |
| 537033094 |   93  |
| 537042458 |   93  |
| 537042684 |   93  |
| 537035585 |   92  |
| 537031611 |   92  |
| 537046079 |   92  |
| 537046133 |   92  |
| 537038560 |   92  |
| 537030700 |   92  |
| 537039177 |   92  |
| 537039226 |   92  |
| 537039436 |   92  |
| 537048442 |   92  |
| 537041913 |   92  |
| 537042382 |   92  |
| 537042490 |   92  |
| 537042528 |   92  |
| 537043226 |   91  |
| 537049328 |   91  |
| 537043497 |   91  |
| 537035474 |   91  |
| 537038540 |   91  |
| 537031569 |   91  |
| 537043771 |   91  |
| 537041180 |   91  |
| 537049398 |   91  |
| 537041318 |   91  |
| 537050762 |   91  |
| 537033353 |   91  |
| 537034833 |   90  |
| 537030695 |   90  |
| 538247443 |   90  |
| 537035052 |   90  |
| 537049133 |   90  |
| 537037623 |   90  |
| 537030782 |   90  |
| 537038286 |   90  |
| 537046635 |   90  |
| 537032639 |   90  |
| 537038758 |   90  |
| 537039486 |   90  |
| 537031501 |   90  |
| 537032533 |   90  |
| 537049693 |   90  |
| 537049757 |   90  |
| 537050011 |   90  |
| 537050172 |   90  |
| 537047006 |   90  |
| 537034612 |   90  |
| 537003631 |   89  |
| 537036695 |   89  |
| 537044537 |   89  |
| 537038495 |   89  |
| 537046702 |   89  |
| 537046729 |   89  |
| 537031442 |   89  |
| 537039370 |   89  |
| 537050837 |   89  |
| 537040905 |   89  |
| 537049872 |   89  |
| 537042205 |   89  |
| 537050690 |   89  |
| 537035674 |   88  |
| 537036099 |   88  |
| 537048666 |   88  |
| 537046069 |   88  |
| 537038066 |   88  |
| 537048005 |   88  |
| 537040232 |   88  |
| 537040344 |   88  |
| 537048631 |   88  |
| 537040784 |   88  |
| 537041051 |   88  |
| 537041681 |   88  |
| 537040156 |   88  |
| 537034545 |   88  |
| 537043045 |   87  |
| 537042019 |   87  |
| 537031237 |   87  |
| 537031628 |   87  |
| 537039960 |   87  |
| 537040806 |   87  |
| 537032714 |   87  |
| 537041220 |   87  |
| 537041918 |   87  |
| 537050179 |   87  |
| 537041719 |   86  |
| 537045474 |   86  |
| 537037802 |   86  |
| 537036321 |   86  |
| 537046053 |   86  |
| 537040813 |   86  |
| 537046908 |   86  |
| 537039712 |   86  |
| 537040478 |   86  |
| 537041145 |   86  |
| 537034024 |   86  |
| 537042525 |   86  |
| 537038786 |   86  |
| 537034516 |   86  |
| 538247477 |   85  |
| 537035127 |   85  |
| 537035848 |   85  |
| 537044178 |   85  |
| 537036172 |   85  |
| 537036786 |   85  |
| 537037093 |   85  |
| 537037102 |   85  |
| 537037478 |   85  |
| 537021940 |   85  |
| 537047470 |   85  |
| 537048616 |   85  |
| 537032287 |   85  |
| 537032446 |   85  |
| 537041252 |   85  |
| 537040029 |   85  |
| 537040170 |   85  |
| 537043064 |   84  |
| 538247295 |   84  |
| 537043336 |   84  |
| 537048486 |   84  |
| 537043842 |   84  |
| 537043975 |   84  |
| 537041868 |   84  |
| 537037239 |   84  |
| 537037446 |   84  |
| 537031117 |   84  |
| 537039803 |   84  |
| 537048045 |   84  |
| 537040221 |   84  |
| 537042686 |   84  |
| 537041113 |   84  |
| 537046244 |   84  |
| 537049536 |   84  |
| 537033360 |   84  |
| 537041992 |   84  |
| 537035053 |   83  |
| 537045881 |   83  |
| 537042203 |   83  |
| 537047506 |   83  |
| 537039932 |   83  |
| 537032549 |   83  |
| 537042440 |   83  |
| 537035407 |   82  |
| 537043773 |   82  |
| 537037045 |   82  |
| 537037240 |   82  |
| 537038275 |   82  |
| 537047003 |   82  |
| 537030699 |   82  |
| 537033051 |   82  |
| 537049411 |   82  |
| 537049788 |   82  |
| 537042794 |   82  |
| 537043290 |   81  |
| 537039155 |   81  |
| 537041206 |   81  |
| 537031538 |   81  |
| 537048314 |   81  |
| 537041067 |   81  |
| 537050078 |   81  |
| 537030531 |   81  |
| 537050844 |   81  |
| 537043717 |   80  |
| 537035919 |   80  |
| 537034365 |   80  |
| 537036635 |   80  |
| 537047583 |   80  |
| 537038248 |   80  |
| 537040817 |   80  |
| 537030370 |   80  |
| 537047023 |   80  |
| 537031304 |   80  |
| 537048595 |   80  |
| 537046999 |   80  |
| 537035018 |   79  |
| 537043550 |   79  |
| 537043558 |   79  |
| 537035786 |   79  |
| 537044155 |   79  |
| 537030297 |   79  |
| 537038657 |   79  |
| 537042791 |   79  |
| 537047673 |   79  |
| 537032101 |   79  |
| 537040668 |   79  |
| 537038912 |   79  |
| 537044442 |   78  |
| 537044116 |   78  |
| 537044953 |   78  |
| 537046164 |   78  |
| 537030797 |   78  |
| 537048401 |   78  |
| 537040289 |   78  |
| 537040659 |   78  |
| 537032763 |   78  |
| 537049665 |   78  |
| 537033567 |   78  |
| 537033712 |   78  |
| 537034098 |   78  |
| 537042834 |   78  |
| 537040262 |   77  |
| 537043523 |   77  |
| 537043747 |   77  |
| 537036187 |   77  |
| 537036483 |   77  |
| 537030645 |   77  |
| 537038790 |   77  |
| 537038935 |   77  |
| 537039167 |   77  |
| 537039742 |   77  |
| 537039958 |   77  |
| 537031836 |   77  |
| 537034308 |   77  |
| 537035172 |   76  |
| 537037459 |   76  |
| 537044991 |   76  |
| 537039396 |   76  |
| 537040596 |   76  |
| 537041018 |   76  |
| 537033651 |   76  |
| 537042013 |   76  |
| 537036925 |   76  |
| 537033359 |   76  |
| 537049583 |   76  |
| 537035470 |   75  |
| 537033799 |   75  |
| 537034168 |   75  |
| 537038585 |   75  |
| 537047479 |   75  |
| 537048217 |   75  |
| 537049646 |   75  |
| 537041749 |   75  |
| 537050200 |   75  |
| 537042253 |   75  |
| 537042275 |   75  |
| 537043345 |   74  |
| 537035428 |   74  |
| 537036094 |   74  |
| 538247453 |   74  |
| 537036725 |   74  |
| 537037229 |   74  |
| 537030396 |   74  |
| 538247339 |   74  |
| 537039628 |   74  |
| 537048809 |   74  |
| 537050754 |   74  |
| 537033282 |   74  |
| 537032668 |   74  |
| 537033413 |   73  |
| 537035038 |   73  |
| 537043350 |   73  |
| 537035736 |   73  |
| 537049324 |   73  |
| 537037013 |   73  |
| 537045349 |   73  |
| 537037511 |   73  |
| 537031724 |   73  |
| 537040857 |   73  |
| 537033312 |   73  |
| 537041566 |   73  |
| 537043104 |   72  |
| 538247457 |   72  |
| 537035059 |   72  |
| 537034836 |   72  |
| 537043670 |   72  |
| 537032143 |   72  |
| 537043942 |   72  |
| 537050201 |   72  |
| 538247454 |   72  |
| 537037595 |   72  |
| 537039577 |   72  |
| 537030961 |   72  |
| 537040399 |   72  |
| 537042755 |   72  |
| 537041669 |   71  |
| 537036213 |   71  |
| 537044654 |   71  |
| 537040926 |   71  |
| 537037192 |   71  |
| 537032511 |   71  |
| 537034170 |   71  |
| 537047813 |   71  |
| 537039659 |   71  |
| 537047917 |   71  |
| 537031978 |   71  |
| 537032327 |   71  |
| 537049135 |   71  |
| 537049741 |   71  |
| 537042155 |   71  |
| 537035850 |   70  |
| 537035885 |   70  |
| 537033627 |   70  |
| 537037434 |   70  |
| 537032602 |   70  |
| 537038877 |   70  |
| 537038929 |   70  |
| 537039412 |   70  |
| 537047914 |   70  |
| 537040239 |   70  |
| 537041190 |   70  |
| 537042642 |   70  |
| 537042862 |   70  |
| 537038899 |   69  |
| 537036276 |   69  |
| 537033724 |   69  |
| 537035429 |   69  |
| 537049097 |   69  |
| 537047273 |   69  |
| 537047782 |   69  |
| 537040227 |   69  |
| 537040278 |   69  |
| 537046245 |   69  |
| 537049420 |   69  |
| 537042042 |   69  |
| 538247282 |   68  |
| 537037939 |   68  |
| 537037876 |   68  |
| 537030942 |   68  |
| 537022853 |   68  |
| 537031656 |   68  |
| 537040814 |   68  |
| 537034835 |   67  |
| 537044002 |   67  |
| 537044211 |   67  |
| 537036527 |   67  |
| 537037721 |   67  |
| 537038029 |   67  |
| 537047632 |   67  |
| 537046809 |   67  |
| 537031213 |   67  |
| 537031226 |   67  |
| 537031528 |   67  |
| 537047604 |   67  |
| 537049057 |   67  |
| 537050824 |   67  |
| 537038696 |   67  |
| 537042924 |   67  |
| 538247235 |   66  |
| 537043262 |   66  |
| 537040395 |   66  |
| 537036424 |   66  |
| 537036869 |   66  |
| 537045725 |   66  |
| 537045726 |   66  |
| 537039053 |   66  |
| 537048058 |   66  |
| 537040189 |   66  |
| 537032138 |   66  |
| 537041097 |   66  |
| 537043351 |   65  |
| 538247242 |   65  |
| 537043900 |   65  |
| 537033568 |   65  |
| 537041896 |   65  |
| 537037610 |   65  |
| 537039520 |   65  |
| 537031542 |   65  |
| 537040882 |   65  |
| 537041564 |   65  |
| 537049935 |   65  |
| 537042359 |   65  |
| 537035046 |   64  |
| 537035991 |   64  |
| 537036241 |   64  |
| 537044716 |   64  |
| 537037890 |   64  |
| 537038361 |   64  |
| 537038725 |   64  |
| 537030586 |   64  |
| 537039799 |   64  |
| 537047379 |   64  |
| 537050715 |   64  |
| 537040705 |   64  |
| 537049642 |   64  |
| 537042380 |   64  |
| 537043009 |   63  |
| 538247458 |   63  |
| 537034289 |   63  |
| 537035777 |   63  |
| 537044188 |   63  |
| 537038819 |   63  |
| 537039266 |   63  |
| 537039394 |   63  |
| 537042680 |   63  |
| 537040825 |   63  |
| 537049047 |   63  |
| 537041605 |   63  |
| 537041662 |   63  |
| 537043911 |   62  |
| 537035283 |   62  |
| 537032634 |   62  |
| 537038618 |   62  |
| 537039217 |   62  |
| 537047895 |   62  |
| 537048316 |   62  |
| 537041196 |   62  |
| 537033123 |   62  |
| 537049846 |   62  |
| 537049865 |   62  |
| 537042795 |   62  |
| 537036404 |   61  |
| 537047374 |   61  |
| 537045435 |   61  |
| 537037611 |   61  |
| 537037885 |   61  |
| 537046265 |   61  |
| 537046271 |   61  |
| 537030987 |   61  |
| 537039667 |   61  |
| 537043781 |   61  |
| 537032140 |   61  |
| 537041275 |   61  |
| 537032973 |   61  |
| 537047127 |   60  |
| 537044412 |   60  |
| 537037335 |   60  |
| 537030579 |   60  |
| 537039050 |   60  |
| 537047736 |   60  |
| 537047861 |   60  |
| 537040247 |   60  |
| 537046243 |   60  |
| 537049622 |   60  |
| 537033624 |   60  |
| 537042201 |   60  |
| 537050731 |   60  |
| 537043145 |   59  |
| 538247479 |   59  |
| 537041709 |   59  |
| 537039215 |   59  |
| 537038615 |   59  |
| 537039032 |   59  |
| 537039158 |   59  |
| 537048367 |   59  |
| 537032106 |   59  |
| 537040355 |   59  |
| 537032431 |   59  |
| 537040660 |   59  |
| 537048970 |   59  |
| 537049164 |   59  |
| 537033103 |   59  |
| 537041317 |   59  |
| 537049730 |   59  |
| 537042131 |   59  |
| 538247431 |   58  |
| 537036676 |   58  |
| 537037444 |   58  |
| 537038976 |   58  |
| 537031506 |   58  |
| 537048135 |   58  |
| 537045439 |   58  |
| 537049922 |   58  |
| 537034063 |   58  |
| 537050780 |   58  |
| 537042987 |   57  |
| 537042491 |   57  |
| 537043077 |   57  |
| 537035289 |   57  |
| 537035817 |   57  |
| 537044401 |   57  |
| 537046209 |   57  |
| 537038556 |   57  |
| 537047218 |   57  |
| 537048150 |   57  |
| 537048321 |   57  |
| 537032453 |   57  |
| 537041573 |   57  |
| 537042670 |   57  |
| 537033356 |   57  |
| 537042800 |   57  |
| 538247333 |   56  |
| 537041648 |   56  |
| 537030962 |   56  |
| 537037825 |   56  |
| 537046174 |   56  |
| 537035825 |   56  |
| 537039969 |   56  |
| 537033664 |   56  |
| 537033243 |   56  |
| 537043231 |   55  |
| 537036205 |   55  |
| 537036516 |   55  |
| 537037889 |   55  |
| 537046476 |   55  |
| 537046590 |   55  |
| 537035443 |   55  |
| 537030846 |   55  |
| 537031388 |   55  |
| 537031787 |   55  |
| 537048224 |   55  |
| 537048406 |   55  |
| 537032697 |   55  |
| 537039874 |   55  |
| 537041665 |   55  |
| 537050199 |   55  |
| 537035843 |   55  |
| 537040199 |   55  |
| 537034805 |   54  |
| 537036038 |   54  |
| 537045635 |   54  |
| 537046898 |   54  |
| 537030664 |   54  |
| 537030672 |   54  |
| 537047880 |   54  |
| 537048177 |   54  |
| 537040076 |   54  |
| 537048290 |   54  |
| 537050692 |   54  |
| 537040658 |   54  |
| 537040777 |   54  |
| 537049056 |   54  |
| 537050279 |   54  |
| 537031965 |   54  |
| 537038825 |   54  |
| 538247452 |   53  |
| 537044017 |   53  |
| 537035195 |   53  |
| 537045199 |   53  |
| 537037244 |   53  |
| 537037993 |   53  |
| 537037685 |   53  |
| 537039222 |   53  |
| 537040819 |   53  |
| 537045416 |   53  |
| 537038419 |   53  |
| 537050001 |   53  |
| 537033738 |   53  |
| 537050631 |   53  |
| 537033250 |   52  |
| 537035075 |   52  |
| 537040938 |   52  |
| 537039675 |   52  |
| 537032716 |   52  |
| 537050119 |   52  |
| 537032510 |   51  |
| 537043470 |   51  |
| 537044856 |   51  |
| 537049388 |   51  |
| 537037430 |   51  |
| 537037769 |   51  |
| 537037901 |   51  |
| 537038543 |   51  |
| 537038878 |   51  |
| 537039498 |   51  |
| 537039649 |   51  |
| 537031976 |   51  |
| 537032133 |   51  |
| 537040822 |   51  |
| 537049813 |   51  |
| 537049955 |   51  |
| 537049987 |   51  |
| 537033931 |   51  |
| 537033357 |   51  |
| 537043454 |   50  |
| 537036154 |   50  |
| 537037116 |   50  |
| 537037175 |   50  |
| 537039090 |   50  |
| 537045595 |   50  |
| 537043413 |   50  |
| 537037997 |   50  |
| 537038335 |   50  |
| 537038792 |   50  |
| 537038871 |   50  |
| 537047567 |   50  |
| 537031186 |   50  |
| 537042409 |   50  |
| 537039827 |   50  |
| 537032044 |   50  |
| 537033686 |   50  |
| 537033913 |   50  |
| 537042128 |   50  |
| 537050645 |   50  |
| 537042909 |   50  |
| 537034729 |   50  |
| 537030526 |   49  |
| 537049647 |   49  |
| 537038118 |   49  |
| 537040168 |   49  |
| 537031023 |   49  |
| 537031202 |   49  |
| 537041143 |   49  |
| 537049731 |   49  |
| 537043123 |   48  |
| 537035866 |   48  |
| 537032311 |   48  |
| 537044988 |   48  |
| 537045104 |   48  |
| 537037565 |   48  |
| 537038502 |   48  |
| 537037898 |   48  |
| 537046296 |   48  |
| 537039109 |   48  |
| 537035486 |   48  |
| 537047529 |   48  |
| 537040373 |   48  |
| 537032489 |   48  |
| 537040987 |   48  |
| 537033169 |   48  |
| 537041784 |   48  |
| 537049981 |   48  |
| 537042809 |   48  |
| 537043426 |   47  |
| 537037650 |   47  |
| 537047125 |   47  |
| 537040056 |   47  |
| 537039845 |   47  |
| 537038719 |   47  |
| 537042093 |   47  |
| 538247302 |   46  |
| 537041680 |   46  |
| 537044426 |   46  |
| 537044653 |   46  |
| 537037777 |   46  |
| 537038548 |   46  |
| 537039078 |   46  |
| 537031052 |   46  |
| 537040028 |   46  |
| 537040430 |   46  |
| 537032348 |   46  |
| 537033487 |   46  |
| 537044711 |   45  |
| 537045272 |   45  |
| 537045409 |   45  |
| 537049122 |   45  |
| 537045885 |   45  |
| 537047126 |   45  |
| 537031247 |   45  |
| 537031404 |   45  |
| 538247397 |   45  |
| 537048362 |   45  |
| 537031798 |   45  |
| 537040065 |   45  |
| 537048720 |   45  |
| 537049773 |   45  |
| 537032900 |   45  |
| 537041958 |   45  |
| 537043514 |   44  |
| 537043687 |   44  |
| 537032337 |   44  |
| 537045517 |   44  |
| 537037131 |   44  |
| 537034013 |   44  |
| 537030614 |   44  |
| 537038838 |   44  |
| 537031361 |   44  |
| 537049361 |   44  |
| 537040553 |   44  |
| 537043122 |   44  |
| 537042162 |   44  |
| 537034025 |   44  |
| 537034316 |   44  |
| 537050827 |   44  |
| 537049800 |   44  |
| 537030623 |   44  |
| 537035793 |   43  |
| 537035951 |   43  |
| 537044355 |   43  |
| 537030925 |   43  |
| 537032499 |   43  |
| 537038040 |   43  |
| 537038083 |   43  |
| 537038616 |   43  |
| 537049096 |   43  |
| 537030933 |   43  |
| 537039602 |   43  |
| 537035586 |   43  |
| 537049374 |   43  |
| 537038870 |   43  |
| 537048887 |   43  |
